"施設種別","地区","保育園名","所在地","緯度","経度","種別","電話番号","入園可能月齢","保育年齢別定員　0歳","保育年齢別定員　1歳","保育年齢別定員　2歳","保育年齢別定員　3歳","保育年齢別定員　4歳","保育年齢別定員　5歳","保育年齢別定員　合計","短時間保育開始時間","短時間保育終了時間","標準時間開始時間","標準時間終了時間","延長保育対象月齢","延長保育","休園日","運営事業者(指定管理者)","保育園ホームページ"
"認定こども園","芝浦港南","芝浦アイランドこども園","東京都港区芝浦四丁目20番1号","35.640442","139.752560","区立","03-5443-7337","57日","15","18","22","32","42","42","171","9:00","17:00","7:15","18:15","1歳の誕生日","22:00まで","年末年始","(公財)東京ＹＭＣＡ","https://www.tokyoymca.org/childcare/shibaura-kodomo/"
"小規模保育事業","芝","正光寺保育園赤羽橋園","東京都港区三田一丁目3番44号　 1・2階","35.654696","139.741889","私立","03-6453-8620","57日","2","5","5",,,,"12","8:15","16:15","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(宗)正光寺","https://www.sk-j.or.jp/childcare/facility/akabanebashi"
"小規模保育事業","芝","こころナーサリー新橋","東京都港区新橋五丁目35番10号　新橋アネックス1階","35.662979","139.753349","私立","03-6435-8377","57日","6","6","6",,,,"18","9:00","17:00","7:15","18:15","57日","20:15まで","日・祝・年末年始","(学)太陽学院","https://www.taiyo.ed.jp/nursery/shinbashi/"
"小規模保育事業","芝","ふらわぁきっず保育園新橋","東京都港区新橋三丁目3番13号　TsaoHibiya１階","35.666003","139.754138","私立","03-6550-8800","3か月","3","5","5",,,,"13","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)ダイセイコー","http://flower-kids.com/"
"小規模保育事業","麻布","デイジー保育園麻布十番","東京都港区麻布十番三丁目10番12号　シティ麻布2階","35.652857","139.734557","私立","03-6809-6353","57日","6","6","6",,,,"18","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)スリーピース","https://threepeace.life/service/daisy-nursery/daisyazabujuban/"
"小規模保育事業","麻布","デイジー保育園麻布十番フォレスト","東京都港区麻布十番三丁目10番12号　シティ麻布3階","35.652857","139.734557","私立","03-5439-9241","57日","6","6","6",,,,"18","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)スリーピース","https://threepeace.life/service/daisy-nursery/daisyazabujubanforest/"
"小規模保育事業","麻布","ここいく保育園西麻布","東京都港区西麻布四丁目10番1号","35.657981","139.722985","私立","03-6419-7333","3か月","3","8","8",,,,"19","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)One&Only","https://cocoiku-hoikuen.com/nishiazabu/"
"小規模保育事業","赤坂","sakura保育園","東京都港区赤坂二丁目12番17号　Martial Artsタワー1階","35.671246","139.740235","私立","03-6426-5097","57日","3","5","5",,,,"13","9:00","17:00","7:30","18:30","1歳の誕生日を過ぎた翌月1日","19:30まで","日・祝・年末年始","(株)マーシャルアーツドットコム","https://sakurakids.net/"
"小規模保育事業","高輪","ふらわぁきっず保育園三田","東京都港区三田五丁目5番7号　ミタ5ゲートタワー1階","35.647066","139.740173","私立","03-6809-5303","3か月","3","8","8",,,,"19","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)ダイセイコー","http://flower-kids.com/"
"小規模保育事業","高輪","ちゃいるど・はっぴっぴ!!白金保育園","東京都港区白金三丁目2番9号　1階","35.646333","139.731321","私立","080-5875-9716","57日","2","4","4",,,,"10","9:00","17:00","7:30","18:30","1歳の誕生日を過ぎた翌月1日","19:30まで","日・祝・年末年始","(株)リンクス","https://happy-pi.com/hoikuen/shirokanehoikuen/"
"小規模保育事業","芝浦港南","港南あおぞら保育園","東京都港区港南三丁目8番1号　森永乳業港南ビル1階","35.6320239","139.7500836","私立","03-6712-1988","57日","6","6","7",,,,"19","9:00","17:00","7:15","18:15","1歳の誕生日を過ぎた翌月1日","19:15まで","日・祝・年末年始","(株)T8","http://kounan-aozora.jp/"
"小規模保育事業","芝浦港南","にじのそら保育園芝浦","東京都港区芝浦一丁目14番6号　BSビル1階","35.647081","139.75313","私立","03-6722-0425","57日","3","8","8",,,,"19","9:00","17:00","7:15","18:15","1歳の誕生日を過ぎた翌月1日","20:15まで","日・祝・年末年始","(福)ひかり会","https://hikari-kai.com/nijinosora/introduction/"
"港区保育室","芝","芝公園二丁目保育室","東京都港区芝公園二丁目12番10号","35.653571","139.749925","委託","03-3436-6611",,,"15","18","20","15","15","83","9:00","17:00","7:15","18:15","1歳","20:15まで","日・祝・年末年始","HITOWAキッズライフ(株)","https://www.kidslife-nursery.com/facility/tokyo/minato/shibakouen2/"
"港区保育室","芝","新橋保育室","東京都港区新橋六丁目12番4号","35.661668","139.754252","委託","03-6435-2088","57日","6","14","15","15","15","15","80","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(福)寿広福祉会","https://shinbashi-kids.com/"
"港区保育室","麻布","南麻布三丁目保育室","東京都港区南麻布三丁目5番15号","35.651044","139.730423","委託","03-3443-5711",,,,,"15","15","15","45","9:00","17:00","7:15","18:15","3歳","20:15まで","日・祝・年末年始","(株)アイグラン",
"港区保育室","赤坂","青南保育室","東京都港区南青山四丁目19番18号","35.66396","139.716584","委託","03-5770-3933","3か月","3","10","18","25","25","25","106","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)アソシエ・インターナショナル","https://associe-international.co.jp/%E6%96%BD%E8%A8%AD%E7%B4%B9%E4%BB%8B/seinan/"
"港区保育室","赤坂","第二青南保育室","東京都港区南青山四丁目19番5号","35.664202","139.716788","委託","03-5770-5366","3か月","3","10","12","20","27","25","97","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)アソシエ・インターナショナル","https://associe-international.co.jp/%e6%96%bd%e8%a8%ad%e7%b4%b9%e4%bb%8b/seinan2/"
"港区保育室","高輪","桂坂保育室","東京都港区高輪三丁目19番36号","35.633431","139.737205","委託","03-5475-6646","3か月","9","20","24","30","40","45","168","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)日本保育サービス","https://www.nihonhoiku.co.jp/blog/katsurazaka/"
"港区保育室","高輪","志田町保育室","東京都港区白金一丁目11番16号","35.645795","139.73367","委託","03-6277-2582","3か月","6","15","24","25","30","30","130","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","ライフサポート(株)","https://hoiku.lifesupport.co.jp/hoikushitsu-shidamachi/"
"港区保育室","高輪","白金三丁目保育室","東京都港区白金三丁目7番13号","35.645956","139.729598","委託","03-6455-7171","3か月","3","6","6","10","10","10","45","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)アソシエ・インターナショナル","https://associe-international.co.jp/%e6%96%bd%e8%a8%ad%e7%b4%b9%e4%bb%8b/%e6%b8%af%e5%8c%ba%e7%99%bd%e9%87%91%e4%b8%89%e4%b8%81%e7%9b%ae%e4%bf%9d%e8%82%b2%e5%ae%a4/"
"港区保育室","高輪","三光保育室","東京都港区白金三丁目18番2号（旧三光小学校内）","35.644437","139.729253","委託","03-5860-2116","3か月","6","20","24","25","25","20","120","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)アソシエ・インターナショナル","https://associe-international.co.jp/%e6%96%bd%e8%a8%ad%e7%b4%b9%e4%bb%8b/%e6%b8%af%e5%8c%ba%e4%b8%89%e5%85%89%e4%bf%9d%e8%82%b2%e5%ae%a4/"
"港区保育室","芝浦港南","たまち保育室","東京都港区芝浦三丁目4番1号　グランパークプラザ棟2階","35.643735","139.745528","委託","03-5484-6088","3か月","12","25","30","30","30","30","157","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)小学館集英社プロダクション",
"港区保育室","芝浦港南","芝浦橋保育室","東京都港区芝浦四丁目6番8号　田町ファーストビル2階","35.638959","139.74483","委託","03-6865-1004","3か月","9","40","40","40","35","35","199","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","(株)パソナフォスター",
"港区保育室","芝浦港南","五色橋保育室","東京都港区海岸三丁目5番13号","35.63654","139.751594","委託","03-6435-3201","3か月","6","10","15","15","15","10","71","9:00","17:00","7:15","18:15","1歳の誕生日","20:15まで","日・祝・年末年始","ライフサポート(株)","https://hoiku.lifesupport.co.jp/hoikushitsu-goshikibashi/"
"居宅訪問型保育事業",,"障害児訪問保育アニー","利用者自宅",,,"委託",,"おおむね1歳～5歳",,,,,,,,"8:00～18:00のうち最長8時間","8:00～18:00のうち最長8時間","8:00～18:00のうち最長8時間","8:00～18:00のうち最長8時間",,,"土・日・祝・年末年始","特定非営利活動法人フローレンス",
"居宅訪問型保育事業",,"ポピンズナニーサービス（待機児童向け居宅訪問型保育事業）","利用者自宅",,,"委託",,"57日～2歳",,,,,,,,"9:00","17:00","7:15","18:15","57日","20:15まで","日・祝・年末年始","(株)ポピンズファミリーケア",
"居宅訪問型保育事業",,"アルファ・ナニー（待機児童向け居宅訪問型保育事業）","利用者自宅",,,"委託",,"57日～2歳",,,,,,,,"9:00","17:00","7:15","18:15","57日","20:15まで","日・祝・年末年始","(株)アルファコーポレーション",

"港区内認可保育園等一覧","Ver202204",,,,,,,,,,,,,,,,,,,,,,,
